query_id;dop;execution_time;estimate_exec_time;query_used_mem;operator_mem;process_used_mem;estimate_work_mem;cstore_buffers;instance_mem;max_dynamic_memory;dynamic_startup_memory;init_used_memory;dynamic_peak_memory;other_memory;io_time;cpu_time;total_costs;operator_num;table_names;query_string;
11;2;4735.32;9.4575e+11;1221632;1372099;2415616;1048576;5334016;33554432;23449600;640000;985088;1861632;0;0;0;1.23166e+15;62;store_sales,date_dim,web_sales,customer;with year_total as (  select c_customer_id customer_id        ,c_first_name customer_first_name        ,c_last_name customer_last_name        ,c_preferred_cust_flag customer_preferred_cust_flag        ,c_birth_country customer_birth_country        ,c_login customer_login        ,c_email_address customer_email_address        ,d_year dyear        ,sum(ss_ext_list_price-ss_ext_discount_amt) year_total        ,'s' sale_type  from customer      ,store_sales      ,date_dim  where c_customer_sk = ss_customer_sk    and ss_sold_date_sk = d_date_sk  group by c_customer_id          ,c_first_name          ,c_last_name          ,c_preferred_cust_flag           ,c_birth_country          ,c_login          ,c_email_address          ,d_year   union all  select c_customer_id customer_id        ,c_first_name customer_first_name        ,c_last_name customer_last_name        ,c_preferred_cust_flag customer_preferred_cust_flag        ,c_birth_country customer_birth_country        ,c_login customer_login        ,c_email_address customer_email_address        ,d_year dyear        ,sum(ws_ext_list_price-ws_ext_discount_amt) year_total        ,'w' sale_type  from customer      ,web_sales      ,date_dim  where c_customer_sk = ws_bill_customer_sk    and ws_sold_date_sk = d_date_sk  group by c_customer_id          ,c_first_name          ,c_last_name          ,c_preferred_cust_flag           ,c_birth_country          ,c_login          ,c_email_address          ,d_year          )   select                     t_s_secyear.customer_id                  ,t_s_secyear.customer_first_name                  ,t_s_secyear.customer_last_name                  ,t_s_secyear.customer_preferred_cust_flag  from year_total t_s_firstyear      ,year_total t_s_secyear      ,year_total t_w_firstyear      ,year_total t_w_secyear  where t_s_secyear.customer_id = t_s_firstyear.customer_id          and t_s_firstyear.customer_id = t_w_secyear.customer_id          and t_s_firstyear.customer_id = t_w_firstyear.customer_id          and t_s_firstyear.sale_type = 's'          and t_w_firstyear.sale_type = 'w'          and t_s_secyear.sale_type = 's'          and t_w_secyear.sale_type = 'w'          and t_s_firstyear.dyear = 1998          and t_s_secyear.dyear = 1998+1          and t_w_firstyear.dyear = 1998          and t_w_secyear.dyear = 1998+1          and t_s_firstyear.year_total > 0          and t_w_firstyear.year_total > 0          and case when t_w_firstyear.year_total > 0 then t_w_secyear.year_total / t_w_firstyear.year_total else 0.0 end              > case when t_s_firstyear.year_total > 0 then t_s_secyear.year_total / t_s_firstyear.year_total else 0.0 end  order by t_s_secyear.customer_id          ,t_s_secyear.customer_first_name          ,t_s_secyear.customer_last_name          ,t_s_secyear.customer_preferred_cust_flag limit 100;
12;2;479.98;669;120832;48327;451584;1048576;5334016;33554432;23449600;640000;662528;760832;0;0;0;2.14009e+06;19;date_dim,item,web_sales;select  i_item_id       ,i_item_desc        ,i_category        ,i_class        ,i_current_price       ,sum(ws_ext_sales_price) as itemrevenue        ,sum(ws_ext_sales_price)*100/sum(sum(ws_ext_sales_price)) over           (partition by i_class) as revenueratio from   web_sales      ,item       ,date_dim where   ws_item_sk = i_item_sk     and i_category in ('Women', 'Children', 'Books')    and ws_sold_date_sk = d_date_sk  and d_date between cast('2001-02-28' as date)      and (cast('2001-02-28' as date) + 30 ) group by   i_item_id         ,i_item_desc          ,i_category         ,i_class         ,i_current_price order by   i_category         ,i_class         ,i_item_id         ,i_item_desc         ,revenueratio limit 100;
13;2;5048.71;10;131072;53562;3622912;1048576;5334016;33554432;23449600;641024;657408;772096;0;0;0;6.27773e+06;18;date_dim,customer_address,customer_demographics,household_demographics,store,store_sales;select avg(ss_quantity)        ,avg(ss_ext_sales_price)        ,avg(ss_ext_wholesale_cost)        ,sum(ss_ext_wholesale_cost)  from store_sales      ,store      ,customer_demographics      ,household_demographics      ,customer_address      ,date_dim  where s_store_sk = ss_store_sk  and  ss_sold_date_sk = d_date_sk and d_year = 2001  and((ss_hdemo_sk=hd_demo_sk   and cd_demo_sk = ss_cdemo_sk   and cd_marital_status = 'D'   and cd_education_status = 'Advanced Degree'   and ss_sales_price between 100.00 and 150.00   and hd_dep_count = 3         )or      (ss_hdemo_sk=hd_demo_sk   and cd_demo_sk = ss_cdemo_sk   and cd_marital_status = 'U'   and cd_education_status = '2 yr Degree'   and ss_sales_price between 50.00 and 100.00      and hd_dep_count = 1      ) or       (ss_hdemo_sk=hd_demo_sk   and cd_demo_sk = ss_cdemo_sk   and cd_marital_status = 'W'   and cd_education_status = '4 yr Degree'   and ss_sales_price between 150.00 and 200.00    and hd_dep_count = 1        ))  and((ss_addr_sk = ca_address_sk   and ca_country = 'United States'   and ca_state in ('TX', 'OH', 'OK')   and ss_net_profit between 100 and 200        ) or      (ss_addr_sk = ca_address_sk   and ca_country = 'United States'   and ca_state in ('MS', 'NY', 'GA')   and ss_net_profit between 150 and 300        ) or      (ss_addr_sk = ca_address_sk   and ca_country = 'United States'   and ca_state in ('TN', 'IN', 'AL')   and ss_net_profit between 50 and 250        )) ;
14;2;953913;24769;131072;205829;2634752;1048576;5334016;33554432;23449600;640000;674816;771072;0;0;0;4.52581e+07;92;catalog_sales,date_dim,web_sales,item,store_sales;with  cross_items as  (select i_item_sk ss_item_sk  from item,  (select iss.i_brand_id brand_id      ,iss.i_class_id class_id      ,iss.i_category_id category_id  from store_sales      ,item iss      ,date_dim d1  where ss_item_sk = iss.i_item_sk    and ss_sold_date_sk = d1.d_date_sk    and d1.d_year between 1999 AND 1999 + 2  intersect   select ics.i_brand_id      ,ics.i_class_id      ,ics.i_category_id  from catalog_sales      ,item ics      ,date_dim d2  where cs_item_sk = ics.i_item_sk    and cs_sold_date_sk = d2.d_date_sk    and d2.d_year between 1999 AND 1999 + 2  intersect  select iws.i_brand_id      ,iws.i_class_id      ,iws.i_category_id  from web_sales      ,item iws      ,date_dim d3  where ws_item_sk = iws.i_item_sk    and ws_sold_date_sk = d3.d_date_sk    and d3.d_year between 1999 AND 1999 + 2)  where i_brand_id = brand_id       and i_class_id = class_id       and i_category_id = category_id ),  avg_sales as  (select avg(quantity*list_price) average_sales   from (select ss_quantity quantity              ,ss_list_price list_price        from store_sales            ,date_dim        where ss_sold_date_sk = d_date_sk          and d_year between 1999 and 1999 + 2        union all         select cs_quantity quantity               ,cs_list_price list_price        from catalog_sales            ,date_dim        where cs_sold_date_sk = d_date_sk          and d_year between 1999 and 1999 + 2         union all        select ws_quantity quantity              ,ws_list_price list_price        from web_sales            ,date_dim        where ws_sold_date_sk = d_date_sk          and d_year between 1999 and 1999 + 2) x)   select  channel, i_brand_id,i_class_id,i_category_id,sum(sales), sum(number_sales)  from(        select 'store' channel, i_brand_id,i_class_id              ,i_category_id,sum(ss_quantity*ss_list_price) sales              , count(*) number_sales        from store_sales            ,item            ,date_dim        where ss_item_sk in (select ss_item_sk from cross_items)          and ss_item_sk = i_item_sk          and ss_sold_date_sk = d_date_sk          and d_year = 1999+2           and d_moy = 11        group by i_brand_id,i_class_id,i_category_id        having sum(ss_quantity*ss_list_price) > (select average_sales from avg_sales)        union all        select 'catalog' channel, i_brand_id,i_class_id,i_category_id, sum(cs_quantity*cs_list_price) sales, count(*) number_sales        from catalog_sales            ,item            ,date_dim        where cs_item_sk in (select ss_item_sk from cross_items)          and cs_item_sk = i_item_sk          and cs_sold_date_sk = d_date_sk          and d_year = 1999+2           and d_moy = 11        group by i_brand_id,i_class_id,i_category_id        having sum(cs_quantity*cs_list_price) > (select average_sales from avg_sales)        union all        select 'web' channel, i_brand_id,i_class_id,i_category_id, sum(ws_quantity*ws_list_price) sales , count(*) number_sales        from web_sales            ,item            ,date_dim        where ws_item_sk in (select ss_item_sk from cross_items)          and ws_item_sk = i_item_sk          and ws_sold_date_sk = d_date_sk          and d_year = 1999+2          and d_moy = 11        group by i_brand_id,i_class_id,i_category_id        having sum(ws_quantity*ws_list_price) > (select average_sales from avg_sales)  ) y  group by rollup (channel, i_brand_id,i_class_id,i_category_id)  order by channel,i_brand_id,i_class_id,i_category_id  limit 100;
15;2;1473.12;1972;132096;52707;735232;1048576;5334016;33554432;23449600;640000;655360;772096;0;0;0;4.53201e+06;19;date_dim,customer_address,customer,catalog_sales;select  ca_zip        ,sum(cs_sales_price)  from catalog_sales      ,customer      ,customer_address      ,date_dim  where cs_bill_customer_sk = c_customer_sk   and c_current_addr_sk = ca_address_sk    and ( substr(ca_zip,1,5) in ('85669', '86197','88274','83405','86475',                                    '85392', '85460', '80348', '81792')         or ca_state in ('CA','WA','GA')         or cs_sales_price > 500)   and cs_sold_date_sk = d_date_sk   and d_qoy = 2 and d_year = 2002  group by ca_zip  order by ca_zip  limit 100;
16;2;214229;83;131072;12686;1730560;1048576;5334016;33554432;23449600;640000;661504;771072;0;0;0;3.625e+06;20;catalog_returns,call_center,customer_address,date_dim,catalog_sales;select      count(distinct cs_order_number) as "order count"   ,sum(cs_ext_ship_cost) as "total shipping cost"   ,sum(cs_net_profit) as "total net profit" from    catalog_sales cs1   ,date_dim   ,customer_address   ,call_center where     d_date between '1999-4-01' and             (cast('1999-4-01' as date) + 60 ) and cs1.cs_ship_date_sk = d_date_sk and cs1.cs_ship_addr_sk = ca_address_sk and ca_state = 'MD' and cs1.cs_call_center_sk = cc_call_center_sk and cc_county in ('Ziebach County','Williamson County','Walker County','Walker County',                   'Ziebach County' ) and exists (select *             from catalog_sales cs2             where cs1.cs_order_number = cs2.cs_order_number               and cs1.cs_warehouse_sk <> cs2.cs_warehouse_sk) and not exists(select *                from catalog_returns cr1                where cs1.cs_order_number = cr1.cr_order_number) order by count(distinct cs_order_number) limit 100;
17;2;223289;1897;164864;27146;2211840;1048576;5334016;33554432;23449600;640000;675840;804864;0;0;0;6.42879e+06;24;item,date_dim,catalog_sales,store_returns,store,store_sales;select  i_item_id        ,i_item_desc        ,s_state        ,count(ss_quantity) as store_sales_quantitycount        ,avg(ss_quantity) as store_sales_quantityave        ,stddev_samp(ss_quantity) as store_sales_quantitystdev        ,stddev_samp(ss_quantity)/avg(ss_quantity) as store_sales_quantitycov        ,count(sr_return_quantity) as store_returns_quantitycount        ,avg(sr_return_quantity) as store_returns_quantityave        ,stddev_samp(sr_return_quantity) as store_returns_quantitystdev        ,stddev_samp(sr_return_quantity)/avg(sr_return_quantity) as store_returns_quantitycov        ,count(cs_quantity) as catalog_sales_quantitycount ,avg(cs_quantity) as catalog_sales_quantityave        ,stddev_samp(cs_quantity) as catalog_sales_quantitystdev        ,stddev_samp(cs_quantity)/avg(cs_quantity) as catalog_sales_quantitycov  from store_sales      ,store_returns      ,catalog_sales      ,date_dim d1      ,date_dim d2      ,date_dim d3      ,store      ,item  where d1.d_quarter_name = '2001Q1'    and d1.d_date_sk = ss_sold_date_sk    and i_item_sk = ss_item_sk    and s_store_sk = ss_store_sk    and ss_customer_sk = sr_customer_sk    and ss_item_sk = sr_item_sk    and ss_ticket_number = sr_ticket_number    and sr_returned_date_sk = d2.d_date_sk    and d2.d_quarter_name in ('2001Q1','2001Q2','2001Q3')    and sr_customer_sk = cs_bill_customer_sk    and sr_item_sk = cs_item_sk    and cs_sold_date_sk = d3.d_date_sk    and d3.d_quarter_name in ('2001Q1','2001Q2','2001Q3')  group by i_item_id          ,i_item_desc          ,s_state  order by i_item_id          ,i_item_desc          ,s_state limit 100;
18;2;2892.29;8500;322560;217384;1892352;1048576;5334016;33554432;23449600;640000;672768;962560;0;0;0;3.39528e+07;29;item,date_dim,customer_address,customer_demographics,customer,catalog_sales;select  i_item_id,         ca_country,         ca_state,          ca_county,         avg( cast(cs_quantity as decimal(12,2))) agg1,         avg( cast(cs_list_price as decimal(12,2))) agg2,         avg( cast(cs_coupon_amt as decimal(12,2))) agg3,         avg( cast(cs_sales_price as decimal(12,2))) agg4,         avg( cast(cs_net_profit as decimal(12,2))) agg5,         avg( cast(c_birth_year as decimal(12,2))) agg6,         avg( cast(cd1.cd_dep_count as decimal(12,2))) agg7  from catalog_sales, customer_demographics cd1,        customer_demographics cd2, customer, customer_address, date_dim, item  where cs_sold_date_sk = d_date_sk and        cs_item_sk = i_item_sk and        cs_bill_cdemo_sk = cd1.cd_demo_sk and        cs_bill_customer_sk = c_customer_sk and        cd1.cd_gender = 'F' and         cd1.cd_education_status = '4 yr Degree' and        c_current_cdemo_sk = cd2.cd_demo_sk and        c_current_addr_sk = ca_address_sk and        c_birth_month in (4,2,12,10,11,3) and        d_year = 2001 and        ca_state in ('AR','GA','CO'                    ,'MS','ND','KS','KY')  group by rollup (i_item_id, ca_country, ca_state, ca_county)  order by ca_country,         ca_state,          ca_county,  i_item_id  limit 100;
19;2;14618.4;1637;139264;33795;1593344;1048576;5334016;33554432;23449600;640000;660480;779264;0;0;0;5.49151e+06;24;customer_address,customer,item,store,store_sales,date_dim;select  i_brand_id brand_id, i_brand brand, i_manufact_id, i_manufact,   sum(ss_ext_sales_price) ext_price  from date_dim, store_sales, item,customer,customer_address,store  where d_date_sk = ss_sold_date_sk    and ss_item_sk = i_item_sk    and i_manager_id=8    and d_moy=11    and d_year=1999    and ss_customer_sk = c_customer_sk     and c_current_addr_sk = ca_address_sk    and substr(ca_zip,1,5) <> substr(s_zip,1,5)     and ss_store_sk = s_store_sk   group by i_brand       ,i_brand_id       ,i_manufact_id       ,i_manufact  order by ext_price desc          ,i_brand          ,i_brand_id          ,i_manufact_id          ,i_manufact limit 100 ;
20;2;813.451;1442;124928;54280;686080;1048576;5334016;33554432;23449600;640000;657408;764928;0;0;0;4.17795e+06;19;date_dim,item,catalog_sales;select  i_item_id        ,i_item_desc         ,i_category         ,i_class         ,i_current_price        ,sum(cs_ext_sales_price) as itemrevenue         ,sum(cs_ext_sales_price)*100/sum(sum(cs_ext_sales_price)) over            (partition by i_class) as revenueratio  from catalog_sales      ,item       ,date_dim  where cs_item_sk = i_item_sk     and i_category in ('Men', 'Home', 'Music')    and cs_sold_date_sk = d_date_sk  and d_date between cast('1999-03-08' as date)       and (cast('1999-03-08' as date) + 30 )  group by i_item_id          ,i_item_desc           ,i_category          ,i_class          ,i_current_price  order by i_category          ,i_class          ,i_item_id          ,i_item_desc          ,revenueratio limit 100;
21;2;3904.52;3285;118784;29935;2370560;1048576;5334016;33554432;23449600;640000;655360;758784;0;0;0;7.7851e+06;19;date_dim,item,warehouse,inventory;select  *  from(select w_warehouse_name             ,i_item_id             ,sum(case when (cast(d_date as date) < cast ('2000-05-19' as date))                  then inv_quantity_on_hand                        else 0 end) as inv_before             ,sum(case when (cast(d_date as date) >= cast ('2000-05-19' as date))                       then inv_quantity_on_hand                        else 0 end) as inv_after    from inventory        ,warehouse        ,item        ,date_dim    where i_current_price between 0.99 and 1.49      and i_item_sk          = inv_item_sk      and inv_warehouse_sk   = w_warehouse_sk      and inv_date_sk    = d_date_sk      and d_date between (cast ('2000-05-19' as date) - 30 )                     and (cast ('2000-05-19' as date) + 30 )    group by w_warehouse_name, i_item_id) x  where (case when inv_before > 0               then inv_after / inv_before               else null              end) between 2.0/3.0 and 3.0/2.0  order by w_warehouse_name          ,i_item_id  limit 100;
22;2;316992;175467;1240064;1159862;1861632;1048576;5334016;33554432;23449600;640000;650240;1880064;0;0;0;3.535e+08;17;item,date_dim,inventory;select  i_product_name              ,i_brand              ,i_class              ,i_category              ,avg(inv_quantity_on_hand) qoh        from inventory            ,date_dim            ,item        where inv_date_sk=d_date_sk               and inv_item_sk=i_item_sk               and d_month_seq between 1188 and 1188 + 11        group by rollup(i_product_name                        ,i_brand                        ,i_class                        ,i_category) order by qoh, i_product_name, i_brand, i_class, i_category limit 100;
23;2;57836.7;31657;1088512;1239995;2755584;1048576;5334016;33554432;23449600;641024;659456;1729536;0;0;0;2.81893e+07;53;store_sales,item,web_sales,date_dim,customer,catalog_sales;with frequent_ss_items as   (select substr(i_item_desc,1,30) itemdesc,i_item_sk item_sk,d_date solddate,count(*) cnt   from store_sales       ,date_dim        ,item   where ss_sold_date_sk = d_date_sk     and ss_item_sk = i_item_sk      and d_year in (2000,2000+1,2000+2,2000+3)   group by substr(i_item_desc,1,30),i_item_sk,d_date   having count(*) >4),  max_store_sales as  (select max(csales) tpcds_cmax    from (select c_customer_sk,sum(ss_quantity*ss_sales_price) csales         from store_sales             ,customer             ,date_dim          where ss_customer_sk = c_customer_sk          and ss_sold_date_sk = d_date_sk          and d_year in (2000,2000+1,2000+2,2000+3)          group by c_customer_sk)),  best_ss_customer as  (select c_customer_sk,sum(ss_quantity*ss_sales_price) ssales   from store_sales       ,customer   where ss_customer_sk = c_customer_sk   group by c_customer_sk   having sum(ss_quantity*ss_sales_price) > (95/100.0) * (select   * from  max_store_sales))   select  sum(sales)  from (select cs_quantity*cs_list_price sales        from catalog_sales            ,date_dim         where d_year = 2000           and d_moy = 7           and cs_sold_date_sk = d_date_sk           and cs_item_sk in (select item_sk from frequent_ss_items)          and cs_bill_customer_sk in (select c_customer_sk from best_ss_customer)       union all       select ws_quantity*ws_list_price sales        from web_sales             ,date_dim         where d_year = 2000           and d_moy = 7           and ws_sold_date_sk = d_date_sk           and ws_item_sk in (select item_sk from frequent_ss_items)          and ws_bill_customer_sk in (select c_customer_sk from best_ss_customer))   limit 100;
24;2;3124.83;4443;19456;13535;1449984;1048576;5334016;33554432;23449600;640000;653312;659456;0;0;0;5.95093e+06;18;customer_address,customer,item,store_returns,store,store_sales;with ssales as (select c_last_name       ,c_first_name       ,s_store_name       ,ca_state       ,s_state       ,i_color       ,i_current_price       ,i_manager_id       ,i_units       ,i_size       ,sum(ss_net_profit) netpaid from store_sales     ,store_returns     ,store     ,item     ,customer     ,customer_address where ss_ticket_number = sr_ticket_number   and ss_item_sk = sr_item_sk   and ss_customer_sk = c_customer_sk   and ss_item_sk = i_item_sk   and ss_store_sk = s_store_sk   and c_current_addr_sk = ca_address_sk   and c_birth_country <> upper(ca_country)   and s_zip = ca_zip and s_market_id=10 group by c_last_name         ,c_first_name         ,s_store_name         ,ca_state         ,s_state         ,i_color         ,i_current_price         ,i_manager_id         ,i_units         ,i_size) select c_last_name       ,c_first_name       ,s_store_name       ,sum(netpaid) paid from ssales where i_color = 'firebrick' group by c_last_name         ,c_first_name         ,s_store_name having sum(netpaid) > (select 0.05*avg(netpaid)                                  from ssales) order by c_last_name         ,c_first_name         ,s_store_name ;
